pubid,gsid,univ
15912429537467070527,I1fl4oAAAAAJ,Colorado State University
15913006210875293055,m201flcAAAAJ,Georgia Institute of Technology
1591303511017599055,L1pb8GUAAAAJ,University of Rochester
1591303511017599055,z28ApZkAAAAJ,Rice University
15913064328439417262,LtEcKBcAAAAJ,University at Buffalo
15913131755469459319,aucB85kAAAAJ,Northwestern University
15913283323211822581,HvwPRJ0AAAAJ,University of California - Berkeley
15913582923740074682,KpWOS14AAAAJ,University of Central Florida
15914090776423673815,k6xVb1QAAAAJ,Rochester Institute of Technology
15914148895542750873,QclQnxIAAAAJ,University of Florida
15914331386272749720,PbfkKLcAAAAJ,Carnegie Mellon University
15914637298653707804,jald9mcAAAAJ,Montana State University
15915644239737434901,llo3F3QAAAAJ,Cornell University
15915644239737434901,r70ags0AAAAJ,Stanford University
15915692126664835205,VB6tZFEAAAAJ,Stony Brook University
15915816079860820160,BuNo3NMAAAAJ,Stony Brook University
15915983522540463108,OMVTRscAAAAJ,Columbia University
15916149260847611738,a8jIPIkAAAAJ,Massachusetts Institute of Technology
15916170896123353207,MTZaRW4AAAAJ,University of California - Irvine
15916293888208646419,CgSBtPYAAAAJ,Purdue University
15916601390192079877,1KRXBIwAAAAJ,Boston University
15916601390192079877,lJ8qjPAAAAAJ,Boston University
15916649922543409150,yT-xSLoAAAAJ,University of New Hampshire
15916672653536146220,1rV69hMAAAAJ,University of California - Santa Cruz
15916799675995125638,wtZwMSgAAAAJ,George Mason University
15916997825490990066,APgaFK0AAAAJ,Carnegie Mellon University
15917034153649347918,Vn3L_ioAAAAJ,University of California - Berkeley
15917268495844460230,Gkc2UeUAAAAJ,Purdue University
15917702001845081979,jVLGHGQAAAAJ,NJIT
15917852585777770162,9MSpWOUAAAAJ,Princeton University
1591830236783361760,okcbLqoAAAAJ,Boston University
15919031593490449292,H36hOqEAAAAJ,University of Maryland - College Park
15919310048445521214,ey960FIAAAAJ,University of Massachusetts Amherst
15919833938636435429,7m5-SfEAAAAJ,Harvard University
15920557582673438883,vxEKYqsAAAAJ,Northwestern University
1592117219670999543,ugj0at8AAAAJ,Northeastern University
15921243821046015767,RoGOW9AAAAAJ,University at Buffalo
15921356959921775019,I_YsXU4AAAAJ,Stanford University
15921356959921775019,ZUzG5igAAAAJ,University of Wisconsin - Madison
15921547840868702187,fYOdJ-oAAAAJ,Colorado State University
15921783754132629011,hcqjUUQAAAAJ,Rutgers University
15921783754132629011,S5AaMfgAAAAJ,Rutgers University
15921896993166027952,iLQqwosAAAAJ,Harvard University
15922619903373909871,Q4DTPw4AAAAJ,Carnegie Mellon University
15922619903373909871,xBv5ZfkAAAAJ,University of Texas at Austin
15923710620448005948,RjxJExgAAAAJ,University of Utah
15924373791933179836,Bv6qOYsAAAAJ,University of Illinois at Chicago
15925003654541762537,mE0JBT0AAAAJ,CUNY
15925321515915680514,SIFRrBIAAAAJ,University of Massachusetts Amherst
15925660878241874908,j7wN3bYAAAAJ,University of Notre Dame
15926267998338774273,mBqenhsAAAAJ,Texas A&M University
15926855935792056597,ZyaSau8AAAAJ,Rutgers University
15926917159419322947,ao8EeJ8AAAAJ,University of Wisconsin - Madison
15926917159419322947,aZMY6_UAAAAJ,University of California - Berkeley
15926917159419322947,C_r8d0AAAAAJ,Harvard University
15926987743301499763,78OLNd4AAAAJ,University of California - Santa Cruz
15927001877668315084,5BnVZi4AAAAJ,University of South Carolina
15927432537665804880,MZKvGjYAAAAJ,University of Michigan
15928564914028981306,6s2hs3oAAAAJ,Duke University
15929001133962108903,HXowq5YAAAAJ,University of Chicago
15929001133962108903,Li-BrU4AAAAJ,University of Massachusetts Amherst
15929001133962108903,YLOz1kgAAAAJ,TTI Chicago
15929459051062215752,VpfWvTUAAAAJ,Washington State University
15929816776642961140,EJXN6tYAAAAJ,Georgia Institute of Technology
15930373869671477275,D2K-ADYAAAAJ,Univ. of Illinois at Urbana-Champaign
15931405055721820832,MTZaRW4AAAAJ,University of California - Irvine
15931405055721820832,qfCah3sAAAAJ,University of California - Irvine
15932257199606922441,CKXeqHoAAAAJ,University of California - San Diego
15932776613434698258,Wy89g4IAAAAJ,University of California - Los Angeles
15932781179500895134,G4LSqL8AAAAJ,Univ. of Illinois at Urbana-Champaign
15932942884735971614,e9qUUSgAAAAJ,University of Massachusetts Amherst
15933277629931963068,_1VlI00AAAAJ,University of California - Riverside
15933277629931963068,GqFjHVAAAAAJ,Binghamton University
15933565701004578160,BzOqNoQAAAAJ,Cornell University
15933565701004578160,zX3ba1kAAAAJ,Stanford University
15933918093640602817,MTZaRW4AAAAJ,University of California - Irvine
15933918093640602817,qfCah3sAAAAJ,University of California - Irvine
1593394010213159848,BF39lMQAAAAJ,Carnegie Mellon University
1593394010213159848,J5Rvh6gAAAAJ,University of California - Berkeley
15934514785444393005,Kia-4B0AAAAJ,University of Pennsylvania
15935121117299189004,5fiQ8-YAAAAJ,Univ. of Illinois at Urbana-Champaign
15935121117299189004,xyHrRFUAAAAJ,Univ. of Illinois at Urbana-Champaign
15935428990616438097,rdbwZvIAAAAJ,University of Hawaii at Manoa
15936271250914078180,dOaERUAAAAAJ,University of Idaho
15936361584217438765,Zc018qEAAAAJ,University of California - Davis
1593666337744586519,sc9YppcAAAAJ,Texas A&M University
15936824946453965818,Jid_EAkAAAAJ,Northeastern University
15936943368408231932,KeJfN-IAAAAJ,Carnegie Mellon University
15937568885007951615,2lZr6WsAAAAJ,University of California - San Diego
15937568885007951615,CK_GLC8AAAAJ,University of California - San Diego
15937809211577924922,0v5utcwAAAAJ,Washington University in St. Louis
15937894120052307755,XjeIqxYAAAAJ,Georgia Institute of Technology
15939511800644182951,bshz1DEAAAAJ,University of California - Riverside
15939780511870951784,OImDWloAAAAJ,University of New Mexico
15940038251652117288,EGBMBTwAAAAJ,Washington University in St. Louis
15940603132164290158,7YDSuZEAAAAJ,University of California - Santa Cruz
15940698674242234772,nXBQn7gAAAAJ,Boston University
15941713431124514171,d0KQ9z0AAAAJ,University of California - Los Angeles
15941891239544772588,gValByUAAAAJ,Texas A&M University
15942546798490111713,Y063_CIAAAAJ,Stony Brook University
1594401616170289572,TWw91rQAAAAJ,Texas A&M University
15944728556760652308,_8DDVkAAAAAJ,Carnegie Mellon University
15944728556760652308,ztkfnCsAAAAJ,Carnegie Mellon University
15945054396433701175,BMVESLIAAAAJ,University of Delaware
15945824735161923127,6eun8QkAAAAJ,Purdue University
15947940694776431427,6n7rzokAAAAJ,Carnegie Mellon University
15948490069861467277,7MOW-j4AAAAJ,University of Maryland - College Park
15948718309848563091,IeqjwlIAAAAJ,Cornell University
15948930565716993783,dgRIYXIAAAAJ,University of Oregon
15948992811145631472,z13bIdkAAAAJ,University of Notre Dame
15949056092618930402,WLvuu74AAAAJ,University of California - Irvine
15949123707992277290,Qa_TAw4AAAAJ,University of Wisconsin - Madison
15949124638520492549,bfK_0uwAAAAJ,University of Central Florida
15949127942933394178,BMydCgcAAAAJ,Carnegie Mellon University
15949376289650695158,nst5fHgAAAAJ,Massachusetts Institute of Technology
15949465266659901852,ZG4V_jYAAAAJ,Stony Brook University
15950318270102678630,icbo4M0AAAAJ,University of California - San Diego
15950368845380969936,KWqO1CgAAAAJ,Univ. of Illinois at Urbana-Champaign
15950420867643313132,_KNDS-kZ-nIJ,Cornell University
15950718734866388971,VgvC7o8AAAAJ,University of Arizona
15950759602284600246,fKESO6sAAAAJ,University of Arizona
15951665657590190836,8bQRH5YAAAAJ,Indiana University
15951702329097081661,6n7rzokAAAAJ,Carnegie Mellon University
15952601634393281679,7jTNT1IAAAAJ,University of Central Florida
15952601634393281679,xhUvqK8AAAAJ,University of Southern California
15953035988924242294,U3CXAPsAAAAJ,Northeastern University
15953091848215800274,70vJVxcAAAAJ,Cornell University
15953222695019301452,36HRdqMAAAAJ,Carnegie Mellon University
15953860199868497807,71BFWc0AAAAJ,University of Maryland - College Park
15953860199868497807,BT4XTP4AAAAJ,University of Maryland - College Park
1595507509055193971,XY4ky-YAAAAJ,Brigham Young University
15955520590181499541,jb9VOp0AAAAJ,Pennsylvania State University
15955774987538166818,p5oWQ0AAAAAJ,Univ. of Maryland - Baltimore County
15955860721054684964,swFWoHwAAAAJ,University of Wisconsin - Madison
15956992858365042769,hfgwx0oAAAAJ,University of California - Riverside
1595705492855093844,ZKg1UKwAAAAJ,Texas A&M University
15957084113150827793,hc1m_BQAAAAJ,University of Minnesota
15957626329830300556,D2K-ADYAAAAJ,Univ. of Illinois at Urbana-Champaign
15957626329830300556,F2TyKRgAAAAJ,University of Nevada
15958260441184307996,IeqjwlIAAAAJ,Cornell University
15958666886073615105,Pm23sq4AAAAJ,University of Texas at Austin
15958893392315832503,yxpqbdQAAAAJ,Univ. of Illinois at Urbana-Champaign
15958924806209686902,yjFpPkYAAAAJ,Colorado State University
15959109901153802484,bYI7VMwAAAAJ,Pennsylvania State University
15959990264134266356,QCBdB7AAAAAJ,University of Washington
15961191561649154676,jn-B_MoAAAAJ,University of Southern California
15961191561649154676,nLgg388AAAAJ,University of Virginia
15961250150193094988,fArWdfAAAAAJ,Univ. of Maryland - Baltimore County
15961250150193094988,KibUW1sAAAAJ,University of California - Riverside
15961763051514832688,HHd7uewAAAAJ,University of Michigan
15961900063575870204,7jKj_NcAAAAJ,New Mexico State University
15961900063575870204,vEbcIKYAAAAJ,New Mexico State University
15962637634629154286,mezKJyoAAAAJ,Duke University
15962741282613343432,AY6InkoAAAAJ,University of California - Riverside
1596287774657597585,Jre2RUQAAAAJ,University of South Carolina
15963014577239546308,XUhsCZwAAAAJ,University of California - Riverside
15963181238856789046,pygPWvEAAAAJ,University of California - Los Angeles
15963813132621054074,SIxd6jgAAAAJ,University of Washington
15964231867682125023,RaINcuUAAAAJ,Univ. of Illinois at Urbana-Champaign
15964231867682125023,YON32W4AAAAJ,Georgia Institute of Technology
15964231867682125023,_Z12v2IAAAAJ,Georgia Institute of Technology
15964291124718515437,F-kvxQoAAAAJ,University of Pennsylvania
15964743194429327432,8QhYsz8AAAAJ,University of Iowa
15964743194429327432,dSLXaKUAAAAJ,Syracuse University
15964961010519819899,0QtU-NsAAAAJ,Carnegie Mellon University
15965456662826590289,QclQnxIAAAAJ,University of Florida
15965596968390139461,UT5I0hAAAAAJ,Northeastern University
15966055287063013216,k4gbv2AAAAAJ,Portland State University
15966368498822863275,9HNdszIAAAAJ,Stony Brook University
15966368498822863275,pM_GZxcAAAAJ,Stony Brook University
15966573285618101883,1LuGqFQAAAAJ,Massachusetts Institute of Technology
15966573285618101883,_Q1uzVYAAAAJ,University of Massachusetts Lowell
15966845362292932698,_0mWbaoAAAAJ,Rochester Institute of Technology
15966845362292932698,Gwrwxa0AAAAJ,Duke University
15966845362292932698,OG2QONwAAAAJ,Northeastern University
15968070004035836370,gHfzsl4AAAAJ,University of Washington
15969031119336421887,AhRGIcwAAAAJ,University of California - Riverside
15970217013628314352,v2X9gX8AAAAJ,University of Maryland - College Park
15970547588628222628,EVaSxlkAAAAJ,University of Houston
15970802824886729507,vB96fX8AAAAJ,Univ. of Illinois at Urbana-Champaign
15971889775878388136,R1JyT9AAAAAJ,Brigham Young University
15972378275962570687,IJgXsgwAAAAJ,University of California - Berkeley
15972378275962570687,xmdNUEcAAAAJ,Northeastern University
15972980255869086347,yx0wJlIAAAAJ,University of California - San Diego
15973589226127690852,1LuGqFQAAAAJ,Massachusetts Institute of Technology
15973957456245198651,xvrh8YMAAAAJ,Kent State University
15974311158659069507,rp8dOfAAAAAJ,Georgia Institute of Technology
15975043616117264374,RM7y-rcAAAAJ,Binghamton University
15975226574300226080,4xAVBVIAAAAJ,Missouri University of Technology
15975681200504523121,QRrrUU0AAAAJ,Case Western Reserve University
15975760850016815347,Avus2kcAAAAJ,Northwestern University
15976324601339674141,ZnRhcFUAAAAJ,Carnegie Mellon University
15976412717440777557,4wcAVXAAAAAJ,Univ. of Illinois at Urbana-Champaign
15976786020245699876,beAeG20AAAAJ,Texas A&M University
15976847532322302730,7hR0r_EAAAAJ,University of Connecticut
15977070009832096496,iGccVmEAAAAJ,University of Arizona
15977582744756594187,my5lwzIAAAAJ,Rochester Institute of Technology
15977853990885607493,oO1GPO8AAAAJ,Binghamton University
15978446296783156596,0irVeiQAAAAJ,Carnegie Mellon University
15979539249648882528,v6VYQC8AAAAJ,University of North Carolina
15979701838192019806,3_WYcR4AAAAJ,Cornell University
15979991289155436982,a-qMWpwAAAAJ,University of Michigan
15980229621588569288,9Yd716IAAAAJ,Arizona State University
15980229621588569288,iern2agAAAAJ,University of Texas - El Paso
15980229621588569288,NdcgT00AAAAJ,University of Texas - El Paso
15981142802834464339,ouPBv-wAAAAJ,UNC - Charlotte
1598155980360025149,b8pOXakAAAAJ,University of Hawaii at Manoa
15981605805894900925,SIxd6jgAAAAJ,University of Washington
15981605805894900925,srP2ANoAAAAJ,University at Buffalo
15981781906554007315,y2fSlecAAAAJ,Colorado State University
15981805941015300471,ugsbzTsAAAAJ,University of California - Riverside
15981932622928654097,LtEcKBcAAAAJ,University at Buffalo
15982134329715096135,d1KEK84AAAAJ,University of Michigan
15983258717938093571,c4M3MQoAAAAJ,University of Michigan
1598424144547628124,M_soLLcAAAAJ,University of Georgia
1598424144547628124,P6VJcVIAAAAJ,Georgia Institute of Technology
15984475974046806919,MRHzTAIAAAAJ,Carnegie Mellon University
15984955946671876338,ouPBv-wAAAAJ,UNC - Charlotte
15985083740005139540,2pW1g5IAAAAJ,University of California - San Diego
15986826303814128585,hmq4rGIAAAAJ,University of Arizona
15987001593768370041,LAv0HTEAAAAJ,University of California - Berkeley
15987699378856067219,wCWPJG8AAAAJ,University of California - Santa Cruz
15988138089743486994,2vQRGrYAAAAJ,Massachusetts Institute of Technology
15988215274713327831,nChgOjEAAAAJ,Arizona State University
15988515989383629213,4rPcoCEAAAAJ,Wayne State University
15988838592306441195,XZkvOTEAAAAJ,University of Notre Dame
15988943677863481931,dywFuRMAAAAJ,University of Wisconsin - Madison
15989074106109118335,Dj-kPasAAAAJ,University of Vermont
15989627023074818719,5V852JcAAAAJ,Carnegie Mellon University
15989627023074818719,frOtmtAAAAAJ,Stony Brook University
15989984109972185834,AY6InkoAAAAJ,University of California - Riverside
15989984109972185834,i4_3daEAAAAJ,California Institute of Technology
15990008739834441610,T7eGKqAAAAAJ,North Carolina State University
1599114366791921437,AEh2T1IAAAAJ,University of Massachusetts Amherst
159911888237040314,rWuQTEcAAAAJ,Virginia Tech
159911888237040314,t4OSUfgAAAAJ,Virginia Tech
15991761923293282507,GcMKuu8AAAAJ,University of Colorado Boulder
15992033444046529146,fDdcWBEAAAAJ,Stony Brook University
15992033444046529146,yKYRdd0AAAAJ,Florida International University
15992551652365921567,rW1Bio0AAAAJ,University of California - Berkeley
15992705818133668470,B_rKfusAAAAJ,Stanford University
1599290668132769571,qqiZTS8AAAAJ,University of California - Irvine
15993138764460245346,Uguj_LUAAAAJ,Oregon State University
15995519545630690173,rXYLXJMAAAAJ,Columbia University
15995733032831042498,Ag81t_4AAAAJ,University of Cincinnati
15995986486117611155,98W28JoAAAAJ,University of Southern California
15996407242470572105,PnmtA3wAAAAJ,Kent State University
15996426027337332020,YirSp_cAAAAJ,Indiana University
15996513841287631951,qcydYi8AAAAJ,University of Utah
15996920870496637056,kOfRa7MAAAAJ,Virginia Tech
15997390057523539344,ct2hw4UAAAAJ,University of Southern California
15998203795706080660,aOO2tOwAAAAJ,University at Buffalo
15998203795706080660,SsRxrX4AAAAJ,University at Buffalo
15998722738573268478,a7VNhCIAAAAJ,Rutgers University
15999446866666118590,0v5utcwAAAAJ,Washington University in St. Louis
15999446866666118590,YLOz1kgAAAAJ,TTI Chicago
15999824996963595104,hUo4KuQAAAAJ,CUNY
16000322978225501831,9B8PoXUAAAAJ,Carnegie Mellon University
16000420415609899956,5oW_MA8AAAAJ,University of Michigan-Dearborn
16000442432889324762,36SCzI0AAAAJ,University of Houston
16000442432889324762,gJ3JGSsAAAAJ,University of Houston
16000735410419638103,45vFd_0AAAAJ,University of North Texas
16001362042991021191,q5GIWC0AAAAJ,University of Washington
16001426722492284980,vth4SIcAAAAJ,University of California - Davis
16001665080243543469,-PgNSCAAAAAJ,Florida Atlantic University
16002652174151725671,KWez2_sAAAAJ,Johns Hopkins University
16002920118920717798,9u7wNjUAAAAJ,Case Western Reserve University
16003969220366522095,eCXMUQEAAAAJ,University of California - Riverside
16003969220366522095,nOF9akgAAAAJ,University of New Mexico
16004329198968542721,SRC3O-4AAAAJ,Texas A&M University
16005073383149913280,TGeMLQcAAAAJ,University of Alabama - Birmingham
16005182525162307758,LbUcU9EAAAAJ,University of Wisconsin - Milwaukee
16005371282335836281,vygtLDcAAAAJ,Texas A&M University
1600588681329457033,F-kvxQoAAAAJ,University of Pennsylvania
16006272236491841032,Qu_xQjYAAAAJ,Washington University in St. Louis
16006352847789889631,EyAD66UAAAAJ,University of Southern California
16006410254190357658,TKSjVTUAAAAJ,University of California - Santa Cruz
16006626361778250775,6JU9KqgAAAAJ,Carnegie Mellon University
16007432456585885382,AEsPCAUAAAAJ,Carnegie Mellon University
16007698347099981177,aucB85kAAAAJ,Northwestern University
