Chris Peikert,University of Michigan
Chris Piech,Stanford University
Christian J. Darken,Naval Postgraduate School
Christian Kästner,Carnegie Mellon University
Christian Poellabauer,University of Notre Dame
Christian R. Shelton,University of California - Riverside
Christian S. Collberg,University of Arizona
Christian Skalka,University of Vermont
Christina Boucher,University of Florida
Christina Delimitrou,Cornell University
Christina Garman,Purdue University
Christoffer Heckman,University of Colorado Boulder
Christoph Borst,University of Louisiana - Lafayette
Christoph Csallner,University of Texas at Arlington
Christophe Bobda,University of Arkansas
Christophe G. Giraud-Carrier,Brigham Young University
Christopher Amato,Northeastern University
Christopher Archibald,Mississippi State University
Christopher Barrett,University of Virginia
Christopher Batten,Cornell University
Christopher Bystroff,Rensselaer Polytechnic Institute
Christopher D. Carothers,Rensselaer Polytechnic Institute
Christopher De Sa,Cornell University
Christopher D. Gill,Washington University in St. Louis
Christopher D. Manning,Stanford University
Christopher G. Atkeson,Carnegie Mellon University
Christopher G. Healey,North Carolina State University
Christopher Homan,Rochester Institute of Technology
Christopher James Langmead,Carnegie Mellon University
Christopher J. Rossbach,University of Texas at Austin
Christopher Kiekintveld,University of Texas - El Paso
Christopher Krügel,University of California - Santa Barbara
Christopher L. Barrett,Virginia Tech
Christopher M. Brown,University of Rochester
Christopher Raphael,Indiana University
Christopher Rasmussen,University of Delaware
Christopher Ré,Stanford University
Christopher Riesbeck,Northwestern University
Christopher R. Johnson 0001,University of Utah
Christopher Scaffidi,Oregon State University
Christopher Stewart,Ohio State University
Christopher Umans,California Institute of Technology
Christopher W. Fletcher,Univ. of Illinois at Urbana-Champaign
Christopher W. Geib,Drexel University
Christoph M. Hoffmann,Purdue University
Christos Dimoulas,Northwestern University
Christos Faloutsos,Carnegie Mellon University
Christos H. Papadimitriou,Columbia University
Christos Papachristos,University of Nevada
Christos Papadopoulos,Colorado State University
Christos Tzamos,University of Wisconsin - Madison
Christo Wilson,Northeastern University
Chris Weaver,University of Oklahoma
Chris Wilson,University of Oregon
Chuan Yue,Colorado School of Mines
Chung-chieh Shan,Indiana University
Chung-Kuan Cheng,University of California - San Diego
Chun-Hsi Huang,University of Connecticut
Chunlei Liu,University of California - Berkeley
Chunming Qiao,University at Buffalo
Chunyi Peng,Purdue University
Cindy Rubio-González,University of California - Davis
Cindy X. Chen,University of Massachusetts Lowell
C. Karen Liu,Stanford University
Claire Cardie,Cornell University
Claire J. Tomlin,University of California - Berkeley
Claire Le Goues,Carnegie Mellon University
Claire Monteleoni,University of Colorado Boulder
Clark Elliott,DePaul University
Clark W. Barrett,Stanford University
Clay Shields,Georgetown University
Clayton H. Lewis,University of Colorado Boulder
C. Lee Giles,Pennsylvania State University
Cliff Changchun Zou,University of Central Florida
Clifford Stein,Columbia University
Clyde P. Kruskal,University of Maryland - College Park
Cody Dunne,Northeastern University
Colin Potts,Georgia Institute of Technology
Colin S. Gordon,Drexel University
Colin Ware,University of New Hampshire
Collin Lynch,North Carolina State University
Collin McMillan,University of Notre Dame
Cong Liu 0005,University of Texas at Dallas
Constantinos Daskalakis,Massachusetts Institute of Technology
Constantinos Dovrolis,Georgia Institute of Technology
Corey Toler-Franklin,University of Florida
Cormac Flanagan,University of California - Santa Cruz
Cornelia Caragea,University of Illinois at Chicago
Costas J. Spanos,University of California - Berkeley
Costas Tsatsoulis,University of North Texas
Craig A. Shue,Worcester Polytechnic Institute
Craig B. Zilles,Univ. of Illinois at Urbana-Champaign
Craig E. Wills,Worcester Polytechnic Institute
Craig Miller,DePaul University
Craig Putnam,Worcester Polytechnic Institute
Craig Schroeder,University of California - Riverside
Cristian Borcea,NJIT
Cristian Danescu-Niculescu-Mizil,Cornell University
Cristina Nita-Rotaru,Northeastern University
Cristina V. Lopes,University of California - Irvine
C. R. Ramakrishnan,Stony Brook University
Csaba J. Egyhazy,Virginia Tech
Curtis E. Dyreson,Utah State University
Cynthia E. Irvine,Naval Postgraduate School
Cynthia Matuszek,Univ. of Maryland - Baltimore County
Cynthia Putnam,DePaul University
Cynthia R. Sung,University of Pennsylvania
Cynthia Rudin,Duke University
Cynthia Sturton,University of North Carolina
Cyrus Omar,University of Michigan
Cyrus Shahabi,University of Southern California
Daehyun Kim,Washington State University
Daisuke Kihara,Purdue University
Daisy Zhe Wang,University of Florida
Dajiang Zhu,University of Texas at Arlington
Dakai Zhu 0001,University of Texas at San Antonio
Dakshita Khurana,Univ. of Illinois at Urbana-Champaign
Damon L. Woodard,University of Florida
Dana Angluin,Yale University
Dana Dachman-Soled,University of Maryland - College Park
Dana H. Ballard,University of Texas at Austin
Danai Koutra,University of Michigan
Dana Moshkovitz,University of Texas at Austin
Dana Randall,Georgia Institute of Technology
Dana S. Nau,University of Maryland - College Park
Dana S. Scott,Carnegie Mellon University
Dan Boneh,Stanford University
Dan Cosley,Cornell University
Danella Zhao,Old Dominion University
Dan E. Willard,University at Albany - SUNY
Danfeng Yao,Virginia Tech
Danfeng Zhang,Pennsylvania State University
Dan Goldwasser,Purdue University
Dan Grossman,University of Washington
Daniel A. Epstein,University of California - Irvine
Daniel A. Jiménez,Texas A&M University
Daniel A. Menascé,George Mason University
Daniel Andresen,Kansas State University
Daniel A. Reed,University of Iowa
Daniela Rus,Massachusetts Institute of Technology
Daniel Ashbrook,Rochester Institute of Technology
Daniel A. Spielman,Yale University
Daniel Barbará,George Mason University
Daniel B. Larremore,University of Colorado Boulder
Daniel Boley,University of Minnesota
Daniel D. Lee,Cornell University
Daniel Dominic Sleator,Carnegie Mellon University
Daniel D. Suthers,University of Hawaii at Manoa
Daniel E. Atkins,University of Michigan
Daniel E. Koditschek,University of Pennsylvania
Daniele Micciancio,University of California - San Diego
Daniel Fabbri,Vanderbilt University
Daniel F. Keefe,University of Minnesota
Daniel G. Aliaga,Purdue University
Daniel Genkin,University of Michigan
Daniel Gildea,University of Rochester
Daniel J. Abadi,University of Maryland - College Park
Daniel Jackson 0001,Massachusetts Institute of Technology
Daniel J. Dougherty,Worcester Polytechnic Institute
Daniel J. Hsu,Columbia University
Daniel Jurafsky,Stanford University
Daniel Kifer,Pennsylvania State University
Daniel L. Chester,University of Delaware
Danielle Albers Szafir,University of Colorado Boulder
Daniel Leithinger,University of Colorado Boulder
Daniel Leivant,Indiana University
Daniel Lokshtanov,University of California - Santa Barbara
Daniel Lowd,University of Oregon
Daniel L. Pimentel-Alarcón,Georgia State University
Daniel Massey,University of Colorado Boulder
Daniel M. Kane,University of California - San Diego
Daniel Mossé,University of Pittsburgh
Daniel M. Romero,University of Michigan
Daniel N. Rockmore,Dartmouth College
Daniel P. Friedman,Indiana University
Daniel P. Huttenlocher,Cornell University
Daniel P. Lopresti,Lehigh University
Daniel P. Miranker,University of Texas at Austin
Daniel P. Siewiorek,Carnegie Mellon University
Daniel Raviv,Florida Atlantic University
Daniel Ritchie,Brown University
Daniel Sánchez 0003,Massachusetts Institute of Technology
Daniel Sheldon,University of Massachusetts Amherst
Daniel S. Hirschberg,University of California - Irvine
Daniel Stefankovic,University of Rochester
Daniel Szafir,University of Colorado Boulder
Daniel W. Goldberg,Texas A&M University
Daniel Wichs,Northeastern University
Daniel Wong 0001,University of California - Riverside
Daniel Zappala,Brigham Young University
Dan I. Moldovan,University of Texas at Dallas
Danny Dig,Oregon State University
Danny Kopec,CUNY
Dan Roth,University of Pennsylvania
Dan Rubenstein,Columbia University
Dan Suciu,University of Washington
Dan S. Wallach,Rice University
Dan Ventura,Brigham Young University
Dario D. Salvucci,Drexel University
Darko Marinov,Univ. of Illinois at Urbana-Champaign
Darko Stefanovic,University of New Mexico
Darrell D. E. Long,University of California - Santa Cruz
Darren Gergle,Northwestern University
Dave Levin,University of Maryland - College Park
David A. Bader,NJIT
David A. Forsyth,Univ. of Illinois at Urbana-Champaign
David Alex Lamb,Queen’s University
David A. McAllester,TTI Chicago
David A. Mix Barrington,University of Massachusetts Amherst
David A. Naumann,Stevens Institute of Technology
David A. Padua,Univ. of Illinois at Urbana-Champaign
David A. Plaisted,University of North Carolina
David A. Smith,Northeastern University
David A. Wagner 0001,University of California - Berkeley
David A. Wood 0001,University of Wisconsin - Madison
David Bamman,University of California - Berkeley
David Bindel,Cornell University
David B. Johnson 0001,Rice University
David Blaauw,University of Michigan
David B. Leake,Indiana University
David Brumley,Carnegie Mellon University
David B. Shmoys,Cornell University
David B. Whalley,Florida State University
David Cash,University of Chicago
David C. Brown,Worcester Polytechnic Institute
David Chiang 0001,University of Notre Dame
David Cox,Harvard University
David C. Parkes,Harvard University
David Darais,University of Vermont
David Devecsery,Georgia Institute of Technology
David D. Jensen,University of Massachusetts Amherst
David Doty,University of California - Davis
David E. Breen,Drexel University
David E. Culler,University of California - Berkeley
Davide Fossati,Emory University
David E. Irwin,University of Massachusetts Amherst
David E. Kieras,University of Michigan
David Eppstein,University of California - Irvine
David Evans 0001,University of Virginia
David Feil-Seifer,University of Nevada
David Fernández-Baca,Iowa State University
David F. Gleich,Purdue University
David Finkel,Worcester Polytechnic Institute
David F. Redmiles,University of California - Irvine
David G. Andersen,Carnegie Mellon University
David Garlan,Carnegie Mellon University
David Gelernter,Yale University
David Gotz,University of North Carolina
David H. Ackley,University of New Mexico
David H. Albonesi,Cornell University
David Held,Carnegie Mellon University
David H. Laidlaw,Brown University
David Hung-Chang Du,University of Minnesota
David I. August,Princeton University
David J. Crandall,Indiana University
David J. Kriegman,University of California - San Diego
David Jurgens,University of Michigan
David J. Wu,University of Virginia
David Kempe 0001,University of Southern California
David K. Gifford,Massachusetts Institute of Technology
David Klappholz,Stevens Institute of Technology
David K. Lowenthal,University of Arizona
David Kotz,Dartmouth College
David Lazer,Northeastern University
David L. Roberts,North Carolina State University
David L. Spooner,Rensselaer Polytechnic Institute
David Mazières,Stanford University
David M. Blei,Columbia University
David M. Brooks,Harvard University
David McAllester,TTI Chicago
David M. Chelberg,Ohio University
David Miller,DePaul University
David M. Mimno,Cornell University
David M. Mount,University of Maryland - College Park
David Nassimi,NJIT
David N. Chin,University of Hawaii at Manoa
David Novick,University of Texas - El Paso
David Page,University of Wisconsin - Madison
David P. Dobkin,Princeton University
David P. Helmbold,University of California - Santa Cruz
David P. Williamson,Cornell University
David P. Woodruff,Carnegie Mellon University
David Rappaport,Queen’s University
David R. Cheriton,Stanford University
David R. Choffnes,Northeastern University
David R. Kaeli,Northeastern University
David R. Karger,Massachusetts Institute of Technology
David R. O'Hallaron,Carnegie Mellon University
David Scott,Northern Arizona University
David S. Doermann,University at Buffalo
David Sontag,Massachusetts Institute of Technology
David Starobinski,Boston University
David Van Horn,University of Maryland - College Park
David Walker,Princeton University
David Wentzlaff,Princeton University
David Wingate,Brigham Young University
David W. Jacobs,University of Maryland - College Park
David W. Juedes,Ohio University
David W. Petr,University of Kansas
David Yarowsky,Johns Hopkins University
David Zuckerman,University of Texas at Austin
Dawei Li,University of Vermont
Dawn Wilkins,University of Mississippi
Dawson R. Engler,Stanford University
Da Yan,University of Alabama - Birmingham
Dean M. Tullsen,University of California - San Diego
Debasis Mitra,Florida Institute of Technology
Debmalya Panigrahi,Duke University
Deborah Estrin,Cornell University
Deborah G. Tatar,Virginia Tech
Deborah Joseph,University of Wisconsin - Madison
Debra J. Richardson,University of California - Irvine
Deepak Ganesan,University of Massachusetts Amherst
Deepak Kapur,University of New Mexico
Deepak Pathak,Carnegie Mellon University
Deepak Venugopal,University of Memphis
Deeparnab Chakrabarty,Dartmouth College
Deian Stefan,University of California - San Diego
Dejan Milutinovic,University of California - Santa Cruz
